Part ID,Part Code,Part Description,Manufacturer,Category,Stock Quantity,Unit Price (USD),Manufacture Date,Acquisition Date,Estimated Lifespan (years)
P-0006957,STR-18911-R,Part airframe model 129,Pratt & Whitney,airframe,17,6835.35,2015-06-28,2016-07-04,23.3
P-0006958,ELE-73000-P,Part electrical system model 329,GE Aerospace,electrical system,10,2858.44,2022-04-11,2023-04-14,11.2
P-0006959,ELE-20112-H,Part electrical system model 750,Rolls-Royce,electrical system,9,1984.93,2016-03-28,2018-08-18,7.5
P-0006960,HYD-80267-U,Part hydraulic model 353,MTU Aero Engines,hydraulic,5,1652.06,2023-11-26,2025-10-04,10.2
P-0006961,STR-86897-X,Part airframe model 503,Safran,airframe,15,5433.64,2024-02-06,2025-04-18,18.1
P-0006962,STR-56809-O,Part airframe model 593,Pratt & Whitney,airframe,16,14234.16,2022-07-04,2024-01-15,19.3
P-0006963,HYD-42205-C,Part hydraulic model 130,Honeywell,hydraulic,14,771.62,2014-08-28,2016-05-31,9.3
P-0006964,ELE-48790-D,Part electrical system model 261,MTU Aero Engines,electrical system,8,1862.17,2011-02-05,2011-07-29,7.3
P-0006965,STR-44826-L,Part airframe model 531,Rolls-Royce,airframe,11,15435.49,2014-02-23,2015-07-23,19.1
P-0006966,ENG-42401-N,Part engine model 255,Liebherr-Aerospace,engine,14,79128.2,2013-04-29,2014-11-14,12.9
P-0006967,HYD-74702-G,Part hydraulic model 422,Parker Aerospace,hydraulic,10,985.82,2011-03-28,2014-03-06,13.1
P-0006968,STR-90873-I,Part airframe model 728,Thales Avionics,airframe,11,4664.89,2024-08-26,2025-05-25,24.3
P-0006969,ELE-89297-H,Part electrical system model 290,Safran,electrical system,9,6650.02,2017-10-30,2018-07-24,9.9
P-0006970,STR-18885-A,Part airframe model 275,Pratt & Whitney,airframe,16,2776.69,2010-10-28,2013-01-26,25.2
P-0006971,ENG-15939-B,Part engine model 616,Honeywell,engine,10,52020.79,2013-04-05,2014-04-01,17.9
P-0006972,ELE-17430-Y,Part electrical system model 944,Pratt & Whitney,electrical system,13,3878.77,2010-09-23,2010-11-22,9.6
P-0006973,ENG-21151-V,Part engine model 623,Parker Aerospace,engine,13,61111.02,2024-12-17,2027-10-17,19.9
P-0006974,STR-37619-U,Part airframe model 670,GE Aerospace,airframe,14,11528.72,2022-12-19,2023-02-01,30.8
P-0006975,STR-37664-D,Part airframe model 932,Safran,airframe,13,7988.71,2023-07-14,2026-04-01,23.6
P-0006976,STR-38604-C,Part airframe model 919,GE Aerospace,airframe,16,9109.08,2016-09-10,2019-02-04,26.7
P-0006977,ELE-33765-O,Part electrical system model 910,Honeywell,electrical system,20,1021.96,2017-06-05,2019-03-26,4.7
P-0006978,HYD-47043-C,Part hydraulic model 861,Rolls-Royce,hydraulic,9,3189.25,2011-12-20,2014-07-29,9.7
P-0006979,ELE-69051-O,Part electrical system model 438,Safran,electrical system,5,4380.44,2011-02-06,2011-09-05,10.2
P-0006980,ENG-20556-T,Part engine model 704,Safran,engine,17,15452.85,2012-06-11,2012-12-30,10.0
P-0006981,ENG-20004-M,Part engine model 418,Liebherr-Aerospace,engine,5,32485.91,2019-05-09,2020-08-30,19.4
P-0006982,STR-30810-Q,Part airframe model 210,Honeywell,airframe,11,4599.03,2013-12-31,2016-12-11,15.2
P-0006983,HYD-86724-X,Part hydraulic model 917,Rolls-Royce,hydraulic,7,5746.52,2013-08-14,2013-08-23,14.4
P-0006984,HYD-30762-L,Part hydraulic model 979,Thales Avionics,hydraulic,16,2187.27,2025-01-27,2025-06-29,15.2
P-0006985,HYD-69423-T,Part hydraulic model 906,GE Aerospace,hydraulic,7,12207.92,2016-05-18,2018-07-03,5.4
P-0006986,STR-79277-R,Part airframe model 572,Liebherr-Aerospace,airframe,7,24820.97,2023-09-16,2024-06-20,24.7
P-0006987,STR-39052-P,Part airframe model 947,Collins Aerospace,airframe,15,4055.53,2024-10-28,2026-06-18,22.4
P-0006988,STR-81842-I,Part airframe model 116,Liebherr-Aerospace,airframe,13,3620.82,2025-07-05,2027-08-15,26.5
P-0006989,ENG-50765-G,Part engine model 319,Thales Avionics,engine,14,88185.28,2023-05-06,2025-10-29,14.9
P-0006990,ENG-22466-E,Part engine model 586,Pratt & Whitney,engine,12,35415.23,2022-11-02,2024-06-25,14.7
P-0006991,HYD-60034-J,Part hydraulic model 910,GE Aerospace,hydraulic,12,1510.63,2022-08-11,2022-11-27,12.4
P-0006992,ENG-78275-L,Part engine model 404,Collins Aerospace,engine,12,19792.16,2013-12-24,2016-01-12,18.7
P-0006993,ENG-63565-C,Part engine model 616,Thales Avionics,engine,10,81482.69,2020-03-19,2021-09-11,10.5
P-0006994,ENG-63626-K,Part engine model 228,Liebherr-Aerospace,engine,11,46222.41,2022-12-26,2025-01-13,18.3
P-0006995,HYD-79767-M,Part hydraulic model 934,Pratt & Whitney,hydraulic,9,1560.51,2018-01-29,2018-03-31,11.8
P-0006996,STR-76937-W,Part airframe model 723,Pratt & Whitney,airframe,14,8064.05,2010-10-21,2010-10-24,21.2
P-0006997,ELE-72582-J,Part electrical system model 123,GE Aerospace,electrical system,11,1918.5,2012-02-02,2014-10-08,4.9
P-0006998,HYD-76065-L,Part hydraulic model 640,GE Aerospace,hydraulic,16,5007.05,2016-09-17,2018-05-23,9.0
P-0006999,STR-33462-K,Part airframe model 231,Liebherr-Aerospace,airframe,20,4353.77,2017-03-29,2017-10-07,23.6
P-0007000,ELE-65878-D,Part electrical system model 655,Safran,electrical system,14,1196.61,2018-04-08,2020-05-07,4.0
P-0007001,ENG-95991-H,Part engine model 420,Honeywell,engine,8,29479.67,2018-07-02,2020-08-03,17.6
P-0007002,ENG-54555-C,Part engine model 596,Parker Aerospace,engine,17,51270.53,2011-07-09,2014-03-23,14.4
P-0007003,HYD-15605-V,Part hydraulic model 987,Collins Aerospace,hydraulic,13,1398.29,2019-08-02,2021-11-07,15.0
P-0007004,ELE-26938-D,Part electrical system model 818,Collins Aerospace,electrical system,16,3511.03,2022-05-07,2024-10-28,8.6
P-0007005,STR-69502-B,Part airframe model 481,Thales Avionics,airframe,11,6128.63,2011-06-16,2013-12-04,16.9
P-0007006,STR-53534-Q,Part airframe model 315,MTU Aero Engines,airframe,13,16810.01,2016-07-26,2017-06-08,25.5
P-0007007,STR-25009-G,Part airframe model 855,MTU Aero Engines,airframe,12,3646.35,2020-07-23,2022-02-06,22.8
P-0007008,ENG-38185-P,Part engine model 642,Collins Aerospace,engine,17,35197.97,2013-01-07,2013-02-14,14.8
P-0007009,ENG-96488-S,Part engine model 877,Parker Aerospace,engine,7,29173.32,2012-09-26,2012-11-11,20.7
P-0007010,ENG-19185-O,Part engine model 110,Liebherr-Aerospace,engine,8,155550.79,2025-07-31,2028-03-08,12.2
P-0007011,STR-29843-B,Part airframe model 181,Liebherr-Aerospace,airframe,9,8436.85,2016-02-27,2016-04-22,26.7
P-0007012,HYD-38022-J,Part hydraulic model 255,Rolls-Royce,hydraulic,7,1568.58,2017-05-20,2019-01-02,10.0
P-0007013,STR-64261-X,Part airframe model 265,MTU Aero Engines,airframe,13,2180.83,2021-10-27,2024-07-25,23.8
P-0007014,ENG-90196-R,Part engine model 307,Safran,engine,16,49694.72,2019-04-13,2019-11-20,18.0
P-0007015,STR-80272-R,Part airframe model 123,Thales Avionics,airframe,10,4783.86,2021-10-07,2023-01-28,15.7
P-0007016,HYD-13909-T,Part hydraulic model 906,Liebherr-Aerospace,hydraulic,28,1591.43,2014-09-16,2016-08-15,10.5
P-0007017,ENG-24867-N,Part engine model 986,GE Aerospace,engine,9,59350.65,2025-08-10,2027-04-08,15.7
P-0007018,ENG-10794-J,Part engine model 790,Parker Aerospace,engine,10,36459.79,2014-09-09,2015-10-06,14.0
P-0007019,STR-33807-I,Part airframe model 431,Pratt & Whitney,airframe,11,9100.54,2023-09-23,2026-01-20,18.6
P-0007020,ELE-16795-J,Part electrical system model 661,MTU Aero Engines,electrical system,17,2095.94,2011-04-22,2012-07-07,8.5
P-0007021,STR-41063-X,Part airframe model 618,MTU Aero Engines,airframe,12,6827.58,2012-06-14,2013-08-04,25.6
P-0007022,HYD-48260-S,Part hydraulic model 610,Parker Aerospace,hydraulic,10,6242.16,2022-10-25,2022-11-17,14.0
P-0007023,HYD-20149-N,Part hydraulic model 711,Rolls-Royce,hydraulic,17,951.77,2024-02-09,2026-08-30,12.7
P-0007024,ELE-36328-H,Part electrical system model 692,Honeywell,electrical system,15,607.86,2021-11-12,2024-10-26,7.5
P-0007025,ELE-79098-X,Part electrical system model 340,Liebherr-Aerospace,electrical system,8,1329.01,2011-12-20,2014-03-01,10.1
P-0007026,STR-52255-T,Part airframe model 935,Pratt & Whitney,airframe,14,10056.72,2020-11-06,2023-09-20,20.0
P-0007027,ENG-46389-O,Part engine model 280,Pratt & Whitney,engine,16,58038.17,2025-06-12,2026-11-29,10.0
P-0007028,HYD-73565-U,Part hydraulic model 392,GE Aerospace,hydraulic,13,1216.7,2023-07-26,2025-04-14,13.7
P-0007029,STR-30897-H,Part airframe model 182,Pratt & Whitney,airframe,18,18266.72,2016-06-10,2019-01-21,17.0
P-0007030,ENG-14370-N,Part engine model 665,MTU Aero Engines,engine,7,145158.68,2019-07-31,2021-02-15,12.5
P-0007031,ELE-97236-X,Part electrical system model 189,Honeywell,electrical system,10,2547.94,2023-08-28,2023-11-13,8.1
P-0007032,STR-97770-I,Part airframe model 538,Liebherr-Aerospace,airframe,24,5592.91,2017-02-05,2019-04-13,21.5
P-0007033,STR-58671-I,Part airframe model 814,Collins Aerospace,airframe,17,16076.11,2015-10-29,2016-03-27,14.0
P-0007034,STR-77777-G,Part airframe model 642,Collins Aerospace,airframe,13,18060.78,2021-10-14,2022-10-19,19.8
P-0007035,STR-40639-K,Part airframe model 292,Collins Aerospace,airframe,13,6355.49,2022-11-25,2025-05-25,25.4
P-0007036,HYD-70874-W,Part hydraulic model 587,Honeywell,hydraulic,11,2308.69,2023-12-24,2024-10-18,11.0
P-0007037,STR-31278-L,Part airframe model 711,GE Aerospace,airframe,13,7793.36,2017-12-08,2020-09-12,24.3
P-0007038,STR-81980-H,Part airframe model 448,Thales Avionics,airframe,5,14853.54,2012-11-28,2015-04-27,13.6
P-0007039,STR-90439-P,Part airframe model 188,Collins Aerospace,airframe,14,16291.47,2023-10-12,2026-08-22,16.2
P-0007040,ELE-80400-M,Part electrical system model 222,Collins Aerospace,electrical system,10,1710.03,2022-08-15,2022-12-06,9.1
P-0007041,ELE-14234-D,Part electrical system model 473,Rolls-Royce,electrical system,12,3662.8,2021-02-18,2022-01-02,12.2
P-0007042,STR-94259-O,Part airframe model 146,Thales Avionics,airframe,10,5467.42,2021-08-28,2023-12-30,21.4
P-0007043,ELE-82378-C,Part electrical system model 532,Parker Aerospace,electrical system,19,8474.75,2024-03-04,2026-03-01,8.4
P-0007044,ENG-11207-S,Part engine model 245,Honeywell,engine,8,22041.65,2021-03-01,2023-06-03,15.8
P-0007045,HYD-92844-U,Part hydraulic model 102,Honeywell,hydraulic,12,4548.41,2021-01-17,2023-08-17,12.2
P-0007046,STR-62097-F,Part airframe model 629,Thales Avionics,airframe,12,6833.38,2014-01-13,2014-11-03,18.2
P-0007047,ELE-74414-V,Part electrical system model 413,Liebherr-Aerospace,electrical system,13,1732.98,2023-09-02,2026-07-18,12.1
P-0007048,ENG-63591-H,Part engine model 426,GE Aerospace,engine,17,33712.33,2015-03-22,2017-06-19,19.3
P-0007049,ENG-48660-B,Part engine model 180,Thales Avionics,engine,12,27061.35,2016-07-07,2019-04-26,17.3
P-0007050,STR-50459-E,Part airframe model 252,MTU Aero Engines,airframe,10,4544.46,2014-05-05,2014-08-30,20.1
P-0007051,HYD-72099-H,Part hydraulic model 501,MTU Aero Engines,hydraulic,12,1635.66,2010-01-13,2011-09-07,11.4
P-0007052,STR-72848-X,Part airframe model 919,Rolls-Royce,airframe,15,7353.92,2012-08-26,2015-01-24,24.0
P-0007053,HYD-88405-X,Part hydraulic model 587,GE Aerospace,hydraulic,6,3138.67,2010-07-16,2010-10-20,8.1
P-0007054,STR-14661-K,Part airframe model 910,Honeywell,airframe,12,5533.14,2020-06-05,2021-11-11,17.7
P-0007055,STR-54802-O,Part airframe model 166,Rolls-Royce,airframe,14,1790.52,2024-01-11,2026-05-21,23.8
P-0007056,ENG-11898-X,Part engine model 188,Parker Aerospace,engine,12,40687.57,2012-08-24,2012-10-16,14.4
P-0007057,HYD-50068-P,Part hydraulic model 234,Thales Avionics,hydraulic,18,2722.66,2014-08-26,2016-10-08,12.7
P-0007058,ENG-93956-G,Part engine model 978,Collins Aerospace,engine,9,71161.1,2023-10-20,2026-08-30,11.1
P-0007059,HYD-62872-G,Part hydraulic model 301,Safran,hydraulic,12,2782.32,2019-04-20,2019-06-19,10.7
P-0007060,HYD-36850-K,Part hydraulic model 527,Safran,hydraulic,7,3646.25,2019-04-15,2021-12-31,13.3
P-0007061,HYD-53034-L,Part hydraulic model 278,Liebherr-Aerospace,hydraulic,15,6120.25,2011-01-08,2012-04-04,11.3
P-0007062,STR-97156-Y,Part airframe model 438,Collins Aerospace,airframe,13,32074.57,2017-06-27,2017-07-23,27.3
P-0007063,ELE-90490-B,Part electrical system model 178,Thales Avionics,electrical system,12,1968.04,2017-11-04,2018-11-14,10.3
P-0007064,ELE-42800-X,Part electrical system model 696,MTU Aero Engines,electrical system,15,831.6,2022-07-27,2023-06-20,7.9
P-0007065,ENG-88871-E,Part engine model 632,Collins Aerospace,engine,11,93954.33,2024-04-19,2025-01-12,13.8
P-0007066,ELE-81713-W,Part electrical system model 477,Rolls-Royce,electrical system,7,184.39,2014-10-06,2017-03-18,10.4
P-0007067,ENG-13926-S,Part engine model 264,GE Aerospace,engine,11,21410.89,2010-04-03,2011-08-04,16.4
P-0007068,STR-70445-Q,Part airframe model 639,Liebherr-Aerospace,airframe,7,4562.01,2024-05-14,2025-04-11,23.5
P-0007069,ENG-85690-P,Part engine model 848,Honeywell,engine,22,62632.57,2014-07-07,2015-06-06,17.6
P-0007070,ENG-94147-R,Part engine model 899,Liebherr-Aerospace,engine,18,36377.32,2025-06-23,2028-05-29,14.8
P-0007071,STR-69251-H,Part airframe model 796,GE Aerospace,airframe,10,3625.85,2016-04-26,2018-02-23,19.3
P-0007072,STR-88561-Q,Part airframe model 921,Rolls-Royce,airframe,8,46032.3,2015-09-16,2015-10-30,29.0
P-0007073,ELE-66714-N,Part electrical system model 254,MTU Aero Engines,electrical system,8,1536.03,2011-07-10,2014-02-22,8.3
P-0007074,ENG-16639-O,Part engine model 222,Safran,engine,9,20195.56,2016-11-26,2019-01-19,11.9
P-0007075,STR-74546-G,Part airframe model 698,GE Aerospace,airframe,11,3396.5,2016-09-25,2017-05-11,24.2
P-0007076,ENG-72876-L,Part engine model 301,Rolls-Royce,engine,16,19235.71,2021-05-13,2021-09-12,15.8
P-0007077,STR-98373-V,Part airframe model 139,Pratt & Whitney,airframe,13,8234.64,2022-05-03,2023-06-14,20.7
P-0007078,ELE-39974-X,Part electrical system model 268,Rolls-Royce,electrical system,13,1402.23,2017-04-07,2017-11-17,9.0
P-0007079,STR-18418-S,Part airframe model 169,Thales Avionics,airframe,10,5566.12,2010-02-20,2012-03-18,21.8
P-0007080,ELE-67148-H,Part electrical system model 891,Pratt & Whitney,electrical system,13,2182.16,2012-07-21,2013-01-25,6.4
P-0007081,STR-89919-P,Part airframe model 429,GE Aerospace,airframe,9,6815.68,2025-05-20,2026-12-06,18.2
P-0007082,ELE-41708-W,Part electrical system model 539,Parker Aerospace,electrical system,9,2452.11,2017-06-23,2019-05-12,5.7
P-0007083,STR-36649-E,Part airframe model 498,Thales Avionics,airframe,11,6488.94,2017-08-28,2019-08-20,26.8
P-0007084,STR-40373-Y,Part airframe model 592,Parker Aerospace,airframe,11,6351.98,2018-11-19,2021-02-23,25.2
P-0007085,ELE-84501-H,Part electrical system model 453,Liebherr-Aerospace,electrical system,11,1148.01,2022-10-05,2024-03-31,9.6
P-0007086,ENG-68896-L,Part engine model 427,Pratt & Whitney,engine,17,36585.67,2023-10-26,2024-06-09,16.7
P-0007087,ELE-27341-V,Part electrical system model 597,Thales Avionics,electrical system,10,2902.26,2010-08-27,2011-08-28,5.6
P-0007088,ELE-26637-N,Part electrical system model 518,MTU Aero Engines,electrical system,8,3908.26,2013-12-09,2015-01-23,5.1
P-0007089,STR-93489-S,Part airframe model 602,Rolls-Royce,airframe,16,8433.81,2014-05-09,2016-05-20,16.9
P-0007090,ENG-33877-R,Part engine model 638,GE Aerospace,engine,13,5206.59,2017-05-31,2019-04-06,16.8
P-0007091,ENG-66035-V,Part engine model 444,Rolls-Royce,engine,9,103977.55,2017-07-31,2019-01-16,11.5
P-0007092,HYD-72309-H,Part hydraulic model 742,Thales Avionics,hydraulic,12,1978.26,2025-01-30,2026-06-25,12.2
P-0007093,ELE-19973-F,Part electrical system model 888,Safran,electrical system,13,2101.72,2020-09-29,2020-12-02,9.8
P-0007094,ENG-99461-B,Part engine model 476,GE Aerospace,engine,10,57347.04,2020-08-23,2022-09-06,16.7
P-0007095,STR-33091-A,Part airframe model 394,Honeywell,airframe,15,15448.51,2010-10-19,2013-03-05,21.2
P-0007096,STR-84607-A,Part airframe model 387,Parker Aerospace,airframe,17,51953.66,2024-06-25,2027-02-09,25.5
P-0007097,HYD-26550-P,Part hydraulic model 353,Rolls-Royce,hydraulic,8,3465.39,2013-01-17,2013-02-08,9.6
P-0007098,ENG-83839-P,Part engine model 533,Parker Aerospace,engine,11,61826.6,2020-10-19,2023-05-21,19.1
P-0007099,ENG-11125-R,Part engine model 600,Safran,engine,9,45812.39,2013-06-26,2016-01-28,17.5
P-0007100,HYD-60581-V,Part hydraulic model 184,Parker Aerospace,hydraulic,9,5476.04,2024-01-26,2026-01-11,7.7
P-0007101,ENG-88330-C,Part engine model 620,Collins Aerospace,engine,15,73868.93,2020-05-01,2021-02-25,12.4
P-0007102,ENG-84398-H,Part engine model 661,Liebherr-Aerospace,engine,17,87362.51,2022-01-16,2024-09-05,13.4
P-0007103,HYD-11690-D,Part hydraulic model 612,GE Aerospace,hydraulic,12,1555.34,2017-07-08,2018-07-18,9.4
P-0007104,ELE-25740-W,Part electrical system model 615,Liebherr-Aerospace,electrical system,8,1764.52,2020-05-16,2022-02-02,6.1
P-0007105,STR-58643-Q,Part airframe model 615,Parker Aerospace,airframe,14,16391.95,2019-04-15,2020-08-03,25.0
P-0007106,ENG-95877-E,Part engine model 596,MTU Aero Engines,engine,11,35155.85,2011-04-04,2013-11-15,16.8
P-0007107,ENG-47214-N,Part engine model 701,Honeywell,engine,8,52976.4,2021-09-08,2022-06-13,14.2
P-0007108,ENG-73389-O,Part engine model 261,Collins Aerospace,engine,7,44151.09,2016-09-18,2017-09-10,18.6
P-0007109,HYD-12808-L,Part hydraulic model 766,Collins Aerospace,hydraulic,13,2617.64,2022-09-03,2023-11-17,10.0
P-0007110,STR-80938-M,Part airframe model 626,Rolls-Royce,airframe,12,2297.46,2025-03-18,2027-09-27,16.4
P-0007111,ELE-72167-W,Part electrical system model 464,Rolls-Royce,electrical system,17,1321.39,2017-01-28,2018-01-06,6.1
P-0007112,HYD-19629-R,Part hydraulic model 643,Pratt & Whitney,hydraulic,8,3795.43,2022-06-15,2023-04-22,10.7
P-0007113,STR-97095-S,Part airframe model 524,Safran,airframe,8,9487.45,2022-01-07,2024-05-15,27.5
P-0007114,ENG-73829-G,Part engine model 674,Pratt & Whitney,engine,14,31711.35,2010-06-03,2011-07-26,16.1
P-0007115,STR-56939-F,Part airframe model 463,Thales Avionics,airframe,17,6758.42,2014-09-03,2016-08-21,18.2
P-0007116,HYD-22228-D,Part hydraulic model 207,GE Aerospace,hydraulic,16,10476.01,2022-12-14,2025-07-16,8.5
P-0007117,HYD-59229-P,Part hydraulic model 113,GE Aerospace,hydraulic,17,3342.53,2025-05-17,2026-01-15,11.0
P-0007118,ENG-22822-W,Part engine model 122,Liebherr-Aerospace,engine,18,27710.03,2017-06-10,2018-10-24,12.1
P-0007119,ELE-78723-N,Part electrical system model 722,GE Aerospace,electrical system,15,844.57,2017-12-06,2019-05-15,11.6
P-0007120,STR-17135-E,Part airframe model 420,GE Aerospace,airframe,15,16568.98,2011-06-27,2013-03-01,26.7
P-0007121,HYD-49441-D,Part hydraulic model 609,Safran,hydraulic,11,3016.28,2013-05-08,2016-01-24,10.2
P-0007122,ENG-49884-T,Part engine model 771,Liebherr-Aerospace,engine,18,23451.03,2016-04-16,2019-03-11,17.7
P-0007123,STR-28043-M,Part airframe model 140,Thales Avionics,airframe,9,2142.39,2010-09-13,2013-01-25,22.5
P-0007124,HYD-85043-W,Part hydraulic model 893,Thales Avionics,hydraulic,9,2781.91,2017-08-10,2017-09-11,9.2
P-0007125,STR-62214-G,Part airframe model 403,Collins Aerospace,airframe,11,33010.78,2018-06-01,2018-10-05,22.6
P-0007126,STR-93990-B,Part airframe model 755,Liebherr-Aerospace,airframe,8,18400.54,2024-01-20,2024-05-26,13.3
P-0007127,ENG-20868-R,Part engine model 514,GE Aerospace,engine,15,29529.53,2021-12-25,2023-07-22,16.7
P-0007128,STR-27428-F,Part airframe model 549,Collins Aerospace,airframe,10,11332.34,2013-09-21,2013-11-06,20.4
P-0007129,STR-80114-V,Part airframe model 899,Rolls-Royce,airframe,12,2925.52,2022-10-22,2024-04-26,28.1
P-0007130,HYD-44734-U,Part hydraulic model 493,GE Aerospace,hydraulic,8,2651.53,2023-08-02,2025-10-21,11.4
P-0007131,STR-75107-J,Part airframe model 764,Honeywell,airframe,10,8134.53,2018-09-27,2019-08-19,22.9
P-0007132,STR-94170-N,Part airframe model 693,Parker Aerospace,airframe,22,3068.72,2014-03-16,2015-08-04,17.4
P-0007133,ELE-35579-G,Part electrical system model 464,Honeywell,electrical system,10,1060.08,2023-05-08,2023-08-20,7.2
P-0007134,ENG-44782-Q,Part engine model 837,MTU Aero Engines,engine,9,26302.08,2012-08-15,2012-10-28,15.7
P-0007135,STR-33103-I,Part airframe model 528,Liebherr-Aerospace,airframe,5,10644.99,2016-11-30,2018-06-29,26.4
P-0007136,ELE-63077-W,Part electrical system model 251,Pratt & Whitney,electrical system,5,2395.99,2017-01-20,2017-02-02,8.9
P-0007137,HYD-48636-P,Part hydraulic model 358,Rolls-Royce,hydraulic,14,1730.16,2010-09-17,2012-10-15,10.3
P-0007138,ELE-60486-Q,Part electrical system model 929,Liebherr-Aerospace,electrical system,9,3069.74,2016-02-03,2016-07-05,8.1
P-0007139,ELE-43435-A,Part electrical system model 690,Pratt & Whitney,electrical system,15,2020.83,2019-04-14,2021-12-04,10.9
P-0007140,ENG-68952-W,Part engine model 806,Pratt & Whitney,engine,6,113160.2,2011-12-13,2014-06-18,18.4
P-0007141,HYD-26396-O,Part hydraulic model 322,MTU Aero Engines,hydraulic,6,1409.68,2021-02-23,2021-10-25,11.8
P-0007142,ENG-36783-U,Part engine model 365,Collins Aerospace,engine,12,105636.75,2015-05-01,2016-01-09,16.8
P-0007143,ELE-33838-H,Part electrical system model 329,GE Aerospace,electrical system,20,1427.78,2018-05-03,2018-06-11,8.7
P-0007144,STR-87895-B,Part airframe model 538,MTU Aero Engines,airframe,10,24238.19,2020-02-20,2023-01-17,24.1
P-0007145,HYD-32614-J,Part hydraulic model 249,Safran,hydraulic,12,4414.48,2016-10-15,2016-12-13,5.9
P-0007146,ELE-10100-P,Part electrical system model 556,Honeywell,electrical system,17,776.93,2014-11-06,2016-04-07,7.5
P-0007147,ELE-71720-S,Part electrical system model 235,Honeywell,electrical system,9,2210.51,2021-10-11,2024-04-15,9.5
P-0007148,ENG-20988-D,Part engine model 734,Collins Aerospace,engine,13,95507.8,2016-10-12,2017-04-03,14.5
P-0007149,STR-87167-N,Part airframe model 969,Collins Aerospace,airframe,9,4787.46,2013-12-04,2016-03-15,20.6
P-0007150,ELE-48148-Y,Part electrical system model 498,Thales Avionics,electrical system,14,4592.79,2012-07-08,2013-01-06,9.9
P-0007151,ELE-21629-Q,Part electrical system model 721,Liebherr-Aerospace,electrical system,9,4575.08,2018-05-24,2019-04-17,4.6
P-0007152,ENG-41051-T,Part engine model 242,Safran,engine,14,101909.3,2010-11-03,2011-08-06,13.1
P-0007153,HYD-96333-C,Part hydraulic model 169,MTU Aero Engines,hydraulic,21,4155.32,2014-07-14,2014-09-02,6.2
P-0007154,HYD-43469-U,Part hydraulic model 153,Honeywell,hydraulic,16,1919.79,2012-01-29,2012-06-09,13.3
P-0007155,STR-83721-B,Part airframe model 943,Collins Aerospace,airframe,14,13319.94,2019-12-15,2021-12-13,21.6
P-0007156,HYD-82372-Y,Part hydraulic model 502,Thales Avionics,hydraulic,22,6198.79,2021-05-08,2021-08-08,13.5
P-0007157,STR-53406-K,Part airframe model 651,Parker Aerospace,airframe,12,14335.34,2010-07-24,2013-06-11,20.9
P-0007158,STR-45017-R,Part airframe model 808,GE Aerospace,airframe,12,1747.19,2020-10-28,2021-08-05,16.1
P-0007159,STR-29606-V,Part airframe model 126,Liebherr-Aerospace,airframe,20,9392.33,2021-03-20,2021-07-16,20.7
P-0007160,STR-83654-X,Part airframe model 941,GE Aerospace,airframe,12,13247.51,2013-06-16,2014-07-23,28.7
P-0007161,ELE-67254-G,Part electrical system model 398,Collins Aerospace,electrical system,16,5774.27,2014-04-08,2015-01-31,9.6
P-0007162,STR-12214-W,Part airframe model 791,Rolls-Royce,airframe,13,2688.79,2017-08-18,2017-11-10,22.6
P-0007163,ELE-59869-Y,Part electrical system model 657,Parker Aerospace,electrical system,15,921.37,2020-11-04,2022-10-14,8.3
P-0007164,ELE-13255-B,Part electrical system model 753,Rolls-Royce,electrical system,9,1928.25,2021-09-29,2024-01-16,7.6
P-0007165,ELE-15334-O,Part electrical system model 419,Pratt & Whitney,electrical system,16,11877.37,2016-12-17,2016-12-19,6.9
P-0007166,ENG-50522-J,Part engine model 544,Collins Aerospace,engine,12,63847.15,2017-05-05,2019-01-12,15.9
P-0007167,HYD-20722-Q,Part hydraulic model 197,Honeywell,hydraulic,11,1949.78,2013-03-19,2015-02-14,6.2
P-0007168,STR-75480-O,Part airframe model 225,MTU Aero Engines,airframe,14,7824.38,2012-03-15,2015-02-10,22.3
P-0007169,STR-87042-Q,Part airframe model 157,MTU Aero Engines,airframe,11,13159.14,2021-07-30,2023-07-13,21.0
P-0007170,ENG-85507-Q,Part engine model 276,MTU Aero Engines,engine,11,49101.57,2025-03-06,2026-01-22,14.4
P-0007171,STR-98719-T,Part airframe model 818,MTU Aero Engines,airframe,20,9499.7,2012-12-23,2014-12-16,18.4
P-0007172,HYD-18127-G,Part hydraulic model 384,Thales Avionics,hydraulic,12,2302.21,2014-08-08,2015-06-03,10.8
P-0007173,STR-25646-L,Part airframe model 765,Thales Avionics,airframe,17,6097.89,2010-10-27,2011-03-26,28.1
P-0007174,ELE-93744-L,Part electrical system model 126,Parker Aerospace,electrical system,14,2590.97,2020-04-21,2022-06-30,6.9
P-0007175,ENG-13864-F,Part engine model 550,Rolls-Royce,engine,13,58584.29,2018-09-11,2020-02-15,16.1
P-0007176,STR-42559-R,Part airframe model 422,Pratt & Whitney,airframe,17,2275.69,2021-09-19,2024-07-13,23.3
P-0007177,HYD-85858-W,Part hydraulic model 774,Thales Avionics,hydraulic,8,2708.09,2012-08-06,2012-10-12,13.8
P-0007178,ELE-41362-C,Part electrical system model 349,Parker Aerospace,electrical system,8,5028.32,2010-02-03,2011-07-05,5.3
P-0007179,ENG-51284-C,Part engine model 799,Rolls-Royce,engine,16,148697.15,2016-12-22,2017-09-19,15.8
P-0007180,STR-89922-E,Part airframe model 469,GE Aerospace,airframe,11,14583.13,2010-12-27,2012-06-24,25.9
